Order ID,Order Date,Year,Month,Day,Segment,Category,Sub-Category,Region,Sales,Profit,Quantity,Discount
ORD-05279,2024-11-24,2024,Nov,24,Corporate,Furniture,Chairs,Central,1068.76,225.34,2,0.2
ORD-05280,2024-04-19,2024,Apr,19,Corporate,Furniture,Bookcases,Central,1503.55,78.08,1,0.4
ORD-05281,2024-08-23,2024,Aug,23,Corporate,Technology,Copiers,South,1743.69,349.34,6,0.1
ORD-05282,2024-06-21,2024,Jun,21,Home Office,Furniture,Chairs,East,1191.42,345.01,5,0
ORD-05283,2024-02-23,2024,Feb,23,Consumer,Furniture,Bookcases,West,527.29,124,9,0
ORD-05284,2024-07-01,2024,Jul,1,Consumer,Technology,Accessories,East,1167.2,225.03,3,0.2
ORD-05285,2024-06-16,2024,Jun,16,Home Office,Furniture,Furnishings,Central,1455.53,140.3,3,0.2
ORD-05286,2024-11-28,2024,Nov,28,Consumer,Office Supplies,Labels,West,249.35,53.97,3,0
ORD-05287,2024-03-19,2024,Mar,19,Consumer,Furniture,Bookcases,East,342.22,93.84,7,0.1
ORD-05288,2024-01-22,2024,Jan,22,Consumer,Technology,Computers,East,2397.32,660.53,9,0
ORD-05289,2024-08-24,2024,Aug,24,Consumer,Technology,Copiers,West,1318.85,-14.43,10,0.2
ORD-05290,2024-05-02,2024,May,2,Home Office,Office Supplies,Fasteners,South,361.63,87.91,1,0.1
ORD-05291,2024-07-10,2024,Jul,10,Corporate,Technology,Accessories,East,1230.53,216.34,2,0.3
ORD-05292,2024-12-10,2024,Dec,10,Corporate,Office Supplies,Appliances,Central,183.77,2.61,7,0.2
ORD-05293,2024-05-08,2024,May,8,Corporate,Furniture,Chairs,East,1747.87,155.49,10,0
ORD-05294,2024-07-11,2024,Jul,11,Consumer,Office Supplies,Labels,East,451.72,-14.08,3,0.3
ORD-05295,2024-02-19,2024,Feb,19,Home Office,Furniture,Furnishings,Central,555.81,32.04,3,0.3
ORD-05296,2024-10-22,2024,Oct,22,Consumer,Furniture,Furnishings,Central,749.4,159.82,4,0.1
ORD-05297,2024-05-18,2024,May,18,Home Office,Furniture,Furnishings,East,1927.27,98.75,1,0.1
ORD-05298,2024-08-21,2024,Aug,21,Consumer,Furniture,Furnishings,Central,1425.97,322.82,10,0.2
ORD-05299,2024-04-08,2024,Apr,8,Corporate,Technology,Accessories,West,1531.71,-93.58,8,0.3
ORD-05300,2024-07-19,2024,Jul,19,Home Office,Technology,Copiers,South,2400.36,268.56,2,0
ORD-05301,2024-04-15,2024,Apr,15,Consumer,Technology,Computers,West,1508.44,346.09,3,0.2
ORD-05302,2024-03-16,2024,Mar,16,Consumer,Technology,Phones,Central,999.2,187.18,4,0
ORD-05303,2024-11-18,2024,Nov,18,Consumer,Furniture,Furnishings,Central,1058.82,273.12,3,0.1
ORD-05304,2024-08-02,2024,Aug,2,Consumer,Office Supplies,Fasteners,Central,326.04,67.2,4,0
ORD-05305,2024-04-10,2024,Apr,10,Corporate,Technology,Phones,West,651.98,137.56,2,0.1
ORD-05306,2024-07-16,2024,Jul,16,Corporate,Office Supplies,Binders,Central,263.56,-13.26,3,0.3
ORD-05307,2024-11-08,2024,Nov,8,Home Office,Technology,Accessories,Central,1014.34,288.63,5,0
ORD-05308,2024-04-11,2024,Apr,11,Consumer,Office Supplies,Storage,South,257.54,43.56,4,0
ORD-05309,2024-06-13,2024,Jun,13,Consumer,Office Supplies,Storage,West,452.39,155.94,5,0
ORD-05310,2024-07-22,2024,Jul,22,Corporate,Office Supplies,Supplies,East,192.33,41.45,2,0.2
ORD-05311,2024-10-26,2024,Oct,26,Corporate,Office Supplies,Fasteners,South,366.15,114.46,7,0
ORD-05312,2024-09-05,2024,Sep,5,Corporate,Office Supplies,Paper,South,277.5,35.66,10,0
ORD-05313,2024-12-30,2024,Dec,30,Consumer,Technology,Phones,South,1649.26,471.6,3,0
ORD-05314,2024-11-06,2024,Nov,6,Consumer,Furniture,Bookcases,East,1309.66,253.38,8,0.2
ORD-05315,2024-07-18,2024,Jul,18,Consumer,Technology,Copiers,West,733.9,192.99,6,0.1
ORD-05316,2024-09-23,2024,Sep,23,Home Office,Technology,Computers,South,1305.79,49.66,4,0.4
ORD-05317,2024-04-30,2024,Apr,30,Home Office,Furniture,Tables,West,1168.44,158.84,2,0.1
ORD-05318,2024-06-29,2024,Jun,29,Home Office,Technology,Copiers,South,1493.4,155.32,1,0.3
ORD-05319,2024-10-04,2024,Oct,4,Home Office,Technology,Accessories,South,1102.63,95.73,3,0
ORD-05320,2024-03-14,2024,Mar,14,Consumer,Technology,Computers,South,1779.47,277.32,1,0
ORD-05321,2024-11-12,2024,Nov,12,Consumer,Furniture,Tables,South,1750.24,119.62,2,0.1
ORD-05322,2024-04-20,2024,Apr,20,Corporate,Furniture,Tables,South,1796.3,334.6,3,0.1
ORD-05323,2024-12-16,2024,Dec,16,Consumer,Office Supplies,Appliances,Central,422.5,21.21,8,0.2
ORD-05324,2024-08-01,2024,Aug,1,Corporate,Furniture,Tables,West,1993.96,135.9,5,0.1
ORD-05325,2024-01-16,2024,Jan,16,Corporate,Furniture,Chairs,Central,1415.07,354.15,7,0
ORD-05326,2024-02-08,2024,Feb,8,Corporate,Furniture,Chairs,East,799.53,73.88,3,0.1
ORD-05327,2024-08-12,2024,Aug,12,Consumer,Furniture,Bookcases,Central,1798.47,378.86,10,0
ORD-05328,2024-05-12,2024,May,12,Consumer,Technology,Computers,South,774.9,83.31,6,0
ORD-05329,2024-06-27,2024,Jun,27,Consumer,Furniture,Chairs,South,1427.03,342.31,3,0.1
ORD-05330,2024-10-17,2024,Oct,17,Home Office,Technology,Accessories,East,577.78,12.32,2,0.3
ORD-05331,2024-08-04,2024,Aug,4,Consumer,Technology,Accessories,Central,2239.75,187.71,7,0.1
ORD-05332,2024-08-06,2024,Aug,6,Corporate,Furniture,Bookcases,South,907.02,229.64,7,0
ORD-05333,2024-07-21,2024,Jul,21,Corporate,Office Supplies,Envelopes,East,463.04,101.06,4,0
ORD-05334,2024-03-09,2024,Mar,9,Corporate,Technology,Computers,East,1620.14,364.66,7,0
ORD-05335,2024-06-17,2024,Jun,17,Home Office,Office Supplies,Supplies,West,247.31,61.62,2,0.2
ORD-05336,2024-07-12,2024,Jul,12,Consumer,Office Supplies,Supplies,Central,216.58,72.38,10,0
ORD-05337,2024-07-13,2024,Jul,13,Home Office,Technology,Copiers,South,527.71,61.87,7,0
ORD-05338,2024-05-20,2024,May,20,Home Office,Technology,Accessories,East,2174.4,329.6,1,0.1
ORD-05339,2024-05-17,2024,May,17,Consumer,Technology,Computers,Central,1670.72,-46.88,4,0.3
ORD-05340,2024-03-02,2024,Mar,2,Consumer,Technology,Accessories,Central,708.84,75.61,3,0
ORD-05341,2024-12-14,2024,Dec,14,Consumer,Office Supplies,Paper,South,151.73,39.51,10,0
ORD-05342,2024-01-15,2024,Jan,15,Home Office,Furniture,Tables,East,1136.33,100.5,3,0
ORD-05343,2024-10-29,2024,Oct,29,Home Office,Technology,Accessories,East,1459.19,136.42,8,0.1
ORD-05344,2024-02-21,2024,Feb,21,Consumer,Furniture,Bookcases,East,2038.73,317.13,4,0.2
ORD-05345,2024-12-10,2024,Dec,10,Corporate,Office Supplies,Paper,South,457.83,147.12,7,0
ORD-05346,2024-04-27,2024,Apr,27,Home Office,Furniture,Bookcases,Central,1123.17,302.61,5,0
ORD-05347,2024-04-18,2024,Apr,18,Consumer,Technology,Computers,Central,1033.07,99.4,9,0.4
ORD-05348,2024-10-19,2024,Oct,19,Home Office,Technology,Computers,East,1232.84,288.23,10,0
ORD-05349,2024-05-10,2024,May,10,Consumer,Technology,Phones,West,2345.54,289.85,2,0.1
ORD-05350,2024-12-11,2024,Dec,11,Corporate,Technology,Phones,East,1293.92,232.48,5,0
ORD-05351,2024-11-01,2024,Nov,1,Corporate,Furniture,Bookcases,Central,774.9,16.62,4,0.3
ORD-05352,2024-04-21,2024,Apr,21,Home Office,Office Supplies,Paper,West,240.03,62.2,2,0.1
ORD-05353,2024-08-08,2024,Aug,8,Consumer,Office Supplies,Fasteners,Central,171.26,10.98,8,0.4
ORD-05354,2024-12-08,2024,Dec,8,Corporate,Office Supplies,Supplies,South,106.65,7.38,8,0.4
ORD-05355,2024-01-03,2024,Jan,3,Consumer,Office Supplies,Fasteners,West,394.94,43.11,9,0
ORD-05356,2024-10-31,2024,Oct,31,Consumer,Furniture,Furnishings,South,583.71,29.48,3,0.3
ORD-05357,2024-01-27,2024,Jan,27,Consumer,Technology,Computers,West,535.54,136.09,8,0
ORD-05358,2024-10-09,2024,Oct,9,Home Office,Technology,Accessories,South,1844.9,259.09,1,0.4
ORD-05359,2024-02-29,2024,Feb,29,Corporate,Furniture,Bookcases,Central,771.29,156.05,6,0
ORD-05360,2024-06-16,2024,Jun,16,Corporate,Furniture,Chairs,South,533.91,94.08,5,0.1
ORD-05361,2024-01-26,2024,Jan,26,Consumer,Office Supplies,Storage,South,264.83,32.66,7,0.1
ORD-05362,2024-10-28,2024,Oct,28,Corporate,Technology,Phones,Central,670.33,165.21,7,0
ORD-05363,2024-04-10,2024,Apr,10,Consumer,Office Supplies,Art,Central,332.13,72.04,9,0
ORD-05364,2024-04-05,2024,Apr,5,Consumer,Office Supplies,Storage,South,268.57,72.89,5,0.1
ORD-05365,2024-04-13,2024,Apr,13,Home Office,Technology,Accessories,East,2224.47,262.82,8,0.4
ORD-05366,2024-07-28,2024,Jul,28,Consumer,Technology,Copiers,West,695.95,63.45,7,0.1
ORD-05367,2024-04-10,2024,Apr,10,Consumer,Furniture,Furnishings,East,471.52,160.59,7,0
ORD-05368,2024-07-08,2024,Jul,8,Home Office,Office Supplies,Fasteners,Central,213.36,41.28,6,0.1
ORD-05369,2024-01-25,2024,Jan,25,Consumer,Technology,Accessories,West,1670.34,-10.73,1,0.3
ORD-05370,2024-11-06,2024,Nov,6,Corporate,Technology,Computers,Central,1080.36,67.82,10,0.1
ORD-05371,2024-04-14,2024,Apr,14,Corporate,Office Supplies,Labels,West,109.4,16.53,2,0
ORD-05372,2024-07-01,2024,Jul,1,Consumer,Office Supplies,Binders,South,259.21,-7.85,3,0.3
ORD-05373,2024-10-08,2024,Oct,8,Home Office,Technology,Accessories,East,1046.78,23.97,8,0.2
ORD-05374,2024-11-21,2024,Nov,21,Corporate,Office Supplies,Binders,West,221.73,-0.8,4,0.4
ORD-05375,2024-01-26,2024,Jan,26,Home Office,Office Supplies,Envelopes,South,202.8,48.13,7,0
ORD-05376,2024-12-26,2024,Dec,26,Corporate,Office Supplies,Paper,Central,84.77,25.7,4,0
ORD-05377,2024-05-23,2024,May,23,Home Office,Technology,Accessories,East,968.66,208.01,9,0
ORD-05378,2024-03-19,2024,Mar,19,Corporate,Furniture,Tables,Central,491.3,96.74,1,0.1
ORD-05379,2024-04-01,2024,Apr,1,Corporate,Technology,Phones,East,1035.49,283.49,8,0.1
ORD-05380,2024-03-31,2024,Mar,31,Corporate,Furniture,Bookcases,Central,904.01,144.67,4,0.1
ORD-05381,2024-12-21,2024,Dec,21,Corporate,Furniture,Furnishings,Central,1182.88,135.55,9,0.1
ORD-05382,2024-05-24,2024,May,24,Consumer,Office Supplies,Art,West,159.24,38.18,9,0.1
ORD-05383,2024-10-05,2024,Oct,5,Home Office,Office Supplies,Supplies,Central,101.88,13.85,5,0
ORD-05384,2024-10-14,2024,Oct,14,Consumer,Furniture,Tables,Central,493.34,55.12,1,0
ORD-05385,2024-07-26,2024,Jul,26,Corporate,Office Supplies,Labels,East,155.51,41.38,5,0.1
ORD-05386,2024-03-01,2024,Mar,1,Home Office,Technology,Computers,West,995.39,281.23,1,0.1
ORD-05387,2024-12-26,2024,Dec,26,Home Office,Office Supplies,Paper,West,405.81,101.01,9,0
ORD-05388,2024-03-22,2024,Mar,22,Consumer,Technology,Phones,South,1792.33,608.72,2,0
ORD-05389,2024-09-27,2024,Sep,27,Home Office,Technology,Phones,East,1784.5,404.88,1,0
ORD-05390,2024-03-19,2024,Mar,19,Home Office,Furniture,Tables,South,2095.11,263.26,3,0.4
ORD-05391,2024-12-09,2024,Dec,9,Corporate,Technology,Accessories,West,2037.8,27.7,2,0.3
ORD-05392,2024-02-05,2024,Feb,5,Corporate,Technology,Accessories,Central,2305.03,155.29,9,0.4
ORD-05393,2024-07-19,2024,Jul,19,Consumer,Office Supplies,Supplies,West,197.12,51.09,4,0
ORD-05394,2024-09-14,2024,Sep,14,Corporate,Office Supplies,Storage,East,165.09,8.43,10,0.4
ORD-05395,2024-02-08,2024,Feb,8,Consumer,Furniture,Chairs,East,1491.24,279.04,3,0.2
ORD-05396,2024-09-23,2024,Sep,23,Home Office,Technology,Accessories,West,1606.24,139.15,8,0
ORD-05397,2024-04-25,2024,Apr,25,Consumer,Office Supplies,Storage,South,228.01,45.92,5,0.2
ORD-05398,2024-10-03,2024,Oct,3,Corporate,Office Supplies,Labels,South,230.87,33.15,9,0
ORD-05399,2024-07-04,2024,Jul,4,Corporate,Office Supplies,Storage,East,104.74,36.15,6,0
ORD-05400,2024-12-13,2024,Dec,13,Consumer,Office Supplies,Appliances,Central,270.59,21.93,5,0
ORD-05401,2024-01-30,2024,Jan,30,Consumer,Office Supplies,Appliances,South,81.13,17.3,3,0.1
ORD-05402,2024-02-22,2024,Feb,22,Corporate,Technology,Accessories,East,679.59,157.68,10,0.1
ORD-05403,2024-09-28,2024,Sep,28,Consumer,Furniture,Tables,West,347,20.32,1,0.1
ORD-05404,2024-04-27,2024,Apr,27,Corporate,Furniture,Chairs,East,2077.54,-152.64,6,0.4
ORD-05405,2024-08-17,2024,Aug,17,Consumer,Technology,Phones,West,1302.5,-136.66,1,0.4
ORD-05406,2024-09-09,2024,Sep,9,Corporate,Technology,Computers,West,1869.4,229.48,2,0
ORD-05407,2024-08-27,2024,Aug,27,Consumer,Technology,Computers,East,2297.06,-98.47,3,0.4
ORD-05408,2024-02-20,2024,Feb,20,Home Office,Furniture,Bookcases,Central,1326.87,318.09,6,0.2
ORD-05409,2024-07-22,2024,Jul,22,Consumer,Technology,Computers,Central,2169.02,515.22,10,0
ORD-05410,2024-06-04,2024,Jun,4,Home Office,Furniture,Bookcases,South,978.94,230.51,7,0.1
ORD-05411,2024-04-10,2024,Apr,10,Corporate,Office Supplies,Storage,Central,457.15,108.71,6,0.1
ORD-05412,2024-10-05,2024,Oct,5,Consumer,Furniture,Furnishings,South,1072.81,238.85,6,0.2
ORD-05413,2024-12-12,2024,Dec,12,Consumer,Office Supplies,Fasteners,East,298.16,69.8,1,0.2
ORD-05414,2024-07-21,2024,Jul,21,Consumer,Office Supplies,Supplies,Central,418.64,44.73,10,0
ORD-05415,2024-11-24,2024,Nov,24,Consumer,Technology,Accessories,South,1452.83,237.99,3,0
ORD-05416,2024-08-05,2024,Aug,5,Consumer,Office Supplies,Envelopes,Central,94.01,27.45,5,0
ORD-05417,2024-12-18,2024,Dec,18,Consumer,Office Supplies,Supplies,West,276.91,59.87,1,0
ORD-05418,2024-05-31,2024,May,31,Consumer,Furniture,Furnishings,Central,336.1,29.39,10,0
ORD-05419,2024-03-21,2024,Mar,21,Consumer,Furniture,Tables,West,1325.74,313.97,5,0
ORD-05420,2024-05-15,2024,May,15,Corporate,Technology,Computers,South,1190.89,283.68,2,0.2
ORD-05421,2024-05-30,2024,May,30,Consumer,Furniture,Furnishings,East,891.86,103.03,10,0
ORD-05422,2024-06-17,2024,Jun,17,Consumer,Office Supplies,Appliances,West,365.39,14.75,4,0.2
ORD-05423,2024-06-18,2024,Jun,18,Consumer,Technology,Phones,South,1635.72,465.98,10,0.1
ORD-05424,2024-12-30,2024,Dec,30,Consumer,Furniture,Furnishings,Central,475.65,111.43,1,0
ORD-05425,2024-02-03,2024,Feb,3,Corporate,Technology,Accessories,South,921.49,104.2,5,0
ORD-05426,2024-11-06,2024,Nov,6,Consumer,Furniture,Chairs,East,1975.32,325.76,1,0
ORD-05427,2024-05-24,2024,May,24,Corporate,Office Supplies,Supplies,East,321.06,39.48,5,0.4
ORD-05428,2024-02-01,2024,Feb,1,Consumer,Technology,Copiers,Central,2025.66,203.91,5,0.1
ORD-05429,2024-07-02,2024,Jul,2,Corporate,Furniture,Chairs,East,1599.17,135.14,9,0
ORD-05430,2024-05-30,2024,May,30,Corporate,Office Supplies,Storage,South,202.82,61.85,9,0
ORD-05431,2024-08-14,2024,Aug,14,Consumer,Furniture,Bookcases,Central,546.68,133.21,10,0
ORD-05432,2024-04-14,2024,Apr,14,Consumer,Office Supplies,Envelopes,East,465.48,48.26,10,0.4
ORD-05433,2024-07-13,2024,Jul,13,Corporate,Furniture,Furnishings,East,1938.04,171.48,2,0.3
ORD-05434,2024-04-18,2024,Apr,18,Corporate,Office Supplies,Storage,Central,388.43,51.49,10,0.1
ORD-05435,2024-06-09,2024,Jun,9,Home Office,Office Supplies,Fasteners,West,267.85,71.56,10,0
ORD-05436,2024-11-13,2024,Nov,13,Home Office,Office Supplies,Supplies,East,401.31,32.95,5,0.3
ORD-05437,2024-11-02,2024,Nov,2,Consumer,Office Supplies,Appliances,West,272.99,23.27,3,0
ORD-05438,2024-12-30,2024,Dec,30,Consumer,Office Supplies,Storage,East,441.9,56.86,10,0.1
ORD-05439,2024-12-28,2024,Dec,28,Corporate,Technology,Accessories,South,829.46,159.46,4,0.1
ORD-05440,2024-10-14,2024,Oct,14,Consumer,Technology,Copiers,West,827.41,110.14,9,0.2
ORD-05441,2024-12-21,2024,Dec,21,Corporate,Technology,Phones,West,1933.16,232.87,9,0.4
ORD-05442,2024-09-11,2024,Sep,11,Home Office,Furniture,Chairs,East,547.66,50.98,8,0.1
ORD-05443,2024-11-08,2024,Nov,8,Consumer,Technology,Computers,West,822.22,76.87,5,0.1
ORD-05444,2024-02-11,2024,Feb,11,Corporate,Technology,Copiers,East,701.8,62.04,7,0.4
ORD-05445,2024-05-02,2024,May,2,Consumer,Technology,Phones,East,801.15,101.44,1,0
ORD-05446,2024-09-16,2024,Sep,16,Home Office,Furniture,Chairs,Central,833.32,173.23,4,0.1
ORD-05447,2024-06-11,2024,Jun,11,Consumer,Technology,Phones,South,2243.86,243.39,1,0.2
ORD-05448,2024-05-28,2024,May,28,Home Office,Technology,Accessories,East,430.13,93.78,3,0
ORD-05449,2024-03-09,2024,Mar,9,Consumer,Furniture,Chairs,East,1287.1,334.65,2,0.1
ORD-05450,2024-05-02,2024,May,2,Consumer,Technology,Computers,Central,472.14,144.81,8,0
ORD-05451,2024-10-20,2024,Oct,20,Consumer,Technology,Phones,South,866.61,241.67,9,0.1
ORD-05452,2024-02-28,2024,Feb,28,Consumer,Technology,Computers,East,570.14,120.47,10,0.2
ORD-05453,2024-12-18,2024,Dec,18,Consumer,Technology,Accessories,Central,1245.37,130.7,8,0
ORD-05454,2024-01-05,2024,Jan,5,Corporate,Technology,Phones,West,2378.56,362.29,8,0
ORD-05455,2024-12-02,2024,Dec,2,Consumer,Furniture,Bookcases,West,1021.97,113.84,4,0
ORD-05456,2024-06-19,2024,Jun,19,Consumer,Office Supplies,Paper,West,183.11,13.97,10,0.3
ORD-05457,2024-06-16,2024,Jun,16,Consumer,Furniture,Chairs,Central,1233.41,155.55,10,0.1
ORD-05458,2024-05-22,2024,May,22,Corporate,Technology,Accessories,Central,1375.56,354.69,1,0
ORD-05459,2024-05-27,2024,May,27,Consumer,Office Supplies,Labels,West,345.05,36.54,7,0.4
ORD-05460,2024-04-28,2024,Apr,28,Corporate,Technology,Accessories,South,1080.97,120.3,5,0.1
ORD-05461,2024-08-03,2024,Aug,3,Corporate,Technology,Accessories,East,2071.06,48.08,3,0.2
ORD-05462,2024-12-26,2024,Dec,26,Home Office,Office Supplies,Appliances,South,193.87,41.38,9,0.2
ORD-05463,2024-11-08,2024,Nov,8,Consumer,Furniture,Tables,East,1175.06,84.51,4,0.1
ORD-05464,2024-11-01,2024,Nov,1,Consumer,Office Supplies,Envelopes,Central,179.05,35.11,8,0.1
ORD-05465,2024-09-05,2024,Sep,5,Consumer,Office Supplies,Envelopes,East,471.96,120.67,3,0.1
ORD-05466,2024-05-11,2024,May,11,Consumer,Office Supplies,Binders,West,413.68,43.13,2,0.1
ORD-05467,2024-04-05,2024,Apr,5,Consumer,Furniture,Tables,South,1947.86,389.63,2,0
ORD-05468,2024-11-02,2024,Nov,2,Consumer,Furniture,Furnishings,East,1999.39,622,4,0
ORD-05469,2024-03-23,2024,Mar,23,Consumer,Office Supplies,Appliances,South,447.89,40.78,6,0.1
ORD-05470,2024-03-22,2024,Mar,22,Consumer,Furniture,Bookcases,West,2042.96,-43.43,9,0.4
ORD-05471,2024-04-01,2024,Apr,1,Home Office,Office Supplies,Storage,East,284.94,70.1,6,0.1
ORD-05472,2024-02-21,2024,Feb,21,Corporate,Technology,Accessories,East,1504.55,444.94,10,0
ORD-05473,2024-11-13,2024,Nov,13,Consumer,Technology,Copiers,West,996.65,190.53,4,0
ORD-05474,2024-04-12,2024,Apr,12,Corporate,Technology,Accessories,Central,792.97,65.64,5,0.1
ORD-05475,2024-10-15,2024,Oct,15,Corporate,Technology,Copiers,West,1709.15,74.57,10,0.1
ORD-05476,2024-12-11,2024,Dec,11,Home Office,Furniture,Tables,Central,1703.41,534.52,10,0
ORD-05477,2024-11-26,2024,Nov,26,Consumer,Office Supplies,Envelopes,West,119.89,10.77,5,0.1
ORD-05478,2024-11-27,2024,Nov,27,Consumer,Technology,Copiers,West,1039.54,16.36,10,0.4
ORD-05479,2024-01-15,2024,Jan,15,Home Office,Furniture,Tables,East,1942.5,347.26,10,0
ORD-05480,2024-10-03,2024,Oct,3,Home Office,Technology,Phones,East,705.86,164.89,9,0
ORD-05481,2024-12-03,2024,Dec,3,Consumer,Office Supplies,Labels,Central,334.16,9.24,1,0.2
ORD-05482,2024-08-13,2024,Aug,13,Consumer,Technology,Phones,Central,699.27,37.08,10,0.1
ORD-05483,2024-08-25,2024,Aug,25,Consumer,Technology,Phones,South,1248.82,413.9,9,0
ORD-05484,2024-01-25,2024,Jan,25,Consumer,Furniture,Chairs,West,1159.38,-62.66,3,0.3
ORD-05485,2024-04-23,2024,Apr,23,Consumer,Furniture,Furnishings,Central,498.48,42.48,7,0
ORD-05486,2024-07-29,2024,Jul,29,Corporate,Furniture,Bookcases,West,1368.97,203.03,4,0.4
ORD-05487,2024-10-07,2024,Oct,7,Consumer,Office Supplies,Paper,Central,393.89,45.61,7,0.2
ORD-05488,2024-04-26,2024,Apr,26,Home Office,Office Supplies,Paper,West,310.66,69.81,4,0
ORD-05489,2024-07-27,2024,Jul,27,Consumer,Office Supplies,Storage,Central,403.19,47.42,9,0
ORD-05490,2024-01-17,2024,Jan,17,Corporate,Furniture,Chairs,East,608.06,86.81,1,0
ORD-05491,2024-07-04,2024,Jul,4,Consumer,Office Supplies,Labels,West,344.1,107.78,3,0
ORD-05492,2024-10-21,2024,Oct,21,Consumer,Furniture,Furnishings,Central,2018.36,329.93,4,0.1
ORD-05493,2024-02-09,2024,Feb,9,Consumer,Furniture,Bookcases,Central,1922.5,260.89,6,0
ORD-05494,2024-04-25,2024,Apr,25,Consumer,Office Supplies,Labels,West,406.22,60.55,5,0.1
ORD-05495,2024-08-11,2024,Aug,11,Consumer,Office Supplies,Storage,West,238.07,-3.51,8,0.4
ORD-05496,2024-06-04,2024,Jun,4,Corporate,Technology,Accessories,Central,2483.36,580.4,3,0.2
ORD-05497,2024-05-30,2024,May,30,Corporate,Furniture,Chairs,Central,1389.76,0.55,3,0.3
ORD-05498,2024-07-06,2024,Jul,6,Consumer,Technology,Phones,South,968.38,-94.48,7,0.4
ORD-05499,2024-01-21,2024,Jan,21,Corporate,Furniture,Furnishings,West,457.88,-26.32,6,0.3
ORD-05500,2024-07-13,2024,Jul,13,Home Office,Furniture,Bookcases,West,1971.2,568.7,6,0
ORD-05501,2024-05-23,2024,May,23,Corporate,Furniture,Chairs,Central,376.42,33.01,8,0.1
ORD-05502,2024-11-08,2024,Nov,8,Home Office,Furniture,Furnishings,East,1273.08,154.51,6,0.1
ORD-05503,2024-06-29,2024,Jun,29,Home Office,Technology,Computers,South,945.44,190.11,8,0.1
ORD-05504,2024-07-10,2024,Jul,10,Corporate,Technology,Copiers,Central,677.57,189,10,0.1
ORD-05505,2024-11-27,2024,Nov,27,Home Office,Office Supplies,Labels,West,228.24,67.39,6,0
ORD-05506,2024-07-25,2024,Jul,25,Consumer,Technology,Copiers,Central,528.31,11.13,7,0.4
ORD-05507,2024-09-03,2024,Sep,3,Home Office,Office Supplies,Art,East,376.99,64.11,1,0
ORD-05508,2024-10-05,2024,Oct,5,Home Office,Office Supplies,Appliances,Central,223.7,69,10,0
ORD-05509,2024-04-23,2024,Apr,23,Corporate,Office Supplies,Labels,South,267.04,54.83,3,0
ORD-05510,2024-04-20,2024,Apr,20,Consumer,Furniture,Chairs,West,1620.52,347.58,7,0.2
ORD-05511,2024-04-07,2024,Apr,7,Consumer,Office Supplies,Appliances,South,214.86,38.43,3,0
ORD-05512,2024-01-22,2024,Jan,22,Corporate,Furniture,Chairs,West,1542.58,150.52,5,0
ORD-05513,2024-07-27,2024,Jul,27,Consumer,Office Supplies,Envelopes,West,357.42,17.57,1,0.1
ORD-05514,2024-04-18,2024,Apr,18,Consumer,Furniture,Chairs,South,1338.46,95.7,9,0.1
ORD-05515,2024-10-29,2024,Oct,29,Consumer,Furniture,Chairs,South,472.91,127.14,4,0.1
ORD-05516,2024-12-27,2024,Dec,27,Consumer,Technology,Phones,Central,1262.26,49.97,9,0.4
ORD-05517,2024-08-26,2024,Aug,26,Consumer,Technology,Copiers,West,2433.21,835,10,0
ORD-05518,2024-03-14,2024,Mar,14,Consumer,Technology,Copiers,Central,1265.77,130.08,1,0
ORD-05519,2024-07-23,2024,Jul,23,Corporate,Office Supplies,Envelopes,South,191.52,46.06,8,0
ORD-05520,2024-01-29,2024,Jan,29,Consumer,Furniture,Bookcases,South,1008.57,228.87,7,0
ORD-05521,2024-02-18,2024,Feb,18,Consumer,Office Supplies,Art,South,91.88,-9.48,1,0.4
ORD-05522,2024-02-21,2024,Feb,21,Consumer,Furniture,Tables,West,1614.73,435.34,9,0
ORD-05523,2024-04-21,2024,Apr,21,Home Office,Office Supplies,Binders,Central,113.62,12.83,2,0
ORD-05524,2024-10-06,2024,Oct,6,Home Office,Office Supplies,Art,Central,363.86,29.62,7,0
ORD-05525,2024-08-25,2024,Aug,25,Consumer,Technology,Copiers,East,482.09,75.22,5,0
ORD-05526,2024-02-10,2024,Feb,10,Consumer,Office Supplies,Supplies,West,407.39,114.39,6,0
ORD-05527,2024-02-27,2024,Feb,27,Corporate,Furniture,Tables,Central,1230.12,-45.74,8,0.3
ORD-05528,2024-03-15,2024,Mar,15,Consumer,Office Supplies,Envelopes,East,419.96,125.75,5,0
ORD-05529,2024-06-03,2024,Jun,3,Corporate,Technology,Accessories,Central,474.48,128.42,3,0
ORD-05530,2024-02-12,2024,Feb,12,Home Office,Technology,Computers,Central,2145.67,433.12,1,0.1
ORD-05531,2024-06-18,2024,Jun,18,Corporate,Office Supplies,Fasteners,East,465.7,74.27,5,0
ORD-05532,2024-11-29,2024,Nov,29,Corporate,Technology,Computers,Central,774.88,199.96,6,0
ORD-05533,2024-05-27,2024,May,27,Consumer,Technology,Phones,West,720.82,60.9,2,0
ORD-05534,2024-12-19,2024,Dec,19,Consumer,Office Supplies,Storage,East,168.91,8.68,8,0.3
ORD-05535,2024-05-23,2024,May,23,Consumer,Office Supplies,Storage,South,295.74,37.34,10,0.4
ORD-05536,2024-02-01,2024,Feb,1,Consumer,Office Supplies,Labels,South,167.04,7.13,8,0.3
ORD-05537,2024-08-11,2024,Aug,11,Consumer,Technology,Computers,South,2379.53,613.85,10,0.1
